44092,494.406,41.11
44099,492.426,40.25
44106,492.927,37.05
44113,489.109,40.6
44120,488.107,40.88
44127,492.427,39.85
44134,484.429,35.79
44141,488.706,37.14
44148,489.475,40.13
44155,488.721,42.15
44162,488.042,45.53
44169,503.231,46.26
44176,500.096,46.57
44183,499.534,49.1
44190,493.469,48.23
44197,485.459,48.52
44204,482.211,52.24
44211,486.563,52.36
44218,476.653,52.27
44225,475.659,52.2
44232,469.014,56.87
